User,Group,Language Group,Individual,Task,Media Condition,Trial,Order in Total,Gender,User Spoken Language,0.0(threshold)_UnitMotion_time (second),0.05_(threshold)_UnitMotion_time (second),0.1_(threshold)_UnitMotion_time (second),percenatge of 0.1 th gesture usage time,0.15_(threshold)_UnitMotion_time (second),percenatge of 0.15 th gesture usage time,0.2_(threshold)_UnitMotion_time (second),percenatge of 0.2 th gesture usage time,0.25_(threshold)_UnitMotion_time (second),percenatge of 0.25 th gesture usage time,0.3_(threshold)_UnitMotion_time (second),percenatge of 0.3 th gesture usage time,0.35_(threshold)_UnitMotion_time (second),percenatge of 0.35 th gesture usage time,0.4_(threshold)_UnitMotion_time (second),percenatge of 0.4 th gesture usage time,0.45_(threshold)_UnitMotion_time (second),0.5_(threshold)_UnitMotion_time (second),0.1_threshold_UnitMotion_averageTime,0.15_threshold_UnitMotion_averageTime,0.2_threshold_UnitMotion_averageTime,0.25_threshold_UnitMotion_averageTime,0.3_threshold_UnitMotion_averageTime,0.35_threshold_UnitMotion_averageTime,0.4_threshold_UnitMotion_averageTime
47A,47,E-L2 vs E-L2,U1,wing,V,1,16,M,Non-Native,603.664,330.572,282.622,0.471036667,202.166,0.336943333,245.626,0.409376667,260.512,0.434186667,240.544,0.400906667,277.096,0.461826667,0.142,0.000236667,0.142,0.074,1.53598913,2.888085714,9.447153846,20.03938462,40.09066667,69.274,0.071
47B,47,E-L2 vs E-L2,U2,wing,V,1,16,F,Non-Native,603.103,268.985,190.072,0.316786667,249.843,0.416405,235.54,0.392566667,140.745,0.234575,182.169,0.303615,222.271,0.370451667,0,0,0,0,1.638551724,5.2050625,9.4216,11.72875,45.54225,222.271,0
47A,47,E-L2 vs E-L2,U1,thumb,A,2,16,M,Non-Native,603.557,289.833,278.703,0.464505,297.991,0.496651667,280.165,0.466941667,185.71,0.309516667,185.572,0.309286667,159.103,0.265171667,0,0,0,0,1.261099548,2.684603604,6.833292683,10.92411765,30.92866667,79.5515,0
47B,47,E-L2 vs E-L2,U2,thumb,A,2,16,F,Non-Native,603.735,271.546,296.768,0.494613333,292.211,0.487018333,268.787,0.447978333,314.886,0.52481,321.982,0.536636667,254.755,0.424591667,139.311,0.232185,1.166,1.166,1.586994652,3.794948052,7.679628571,18.52270588,45.99742857,63.68875,46.437
47A,47,E-L2 vs E-L2,U1,eye,F,3,16,M,Non-Native,603.561,293.768,321.764,0.536273333,307.559,0.512598333,305.621,0.509368333,292.812,0.48802,475.096,0.791826667,469.737,0.782895,0,0,0,0,2.075896774,6.834644444,20.37473333,32.53466667,118.774,156.579,0
47B,47,E-L2 vs E-L2,U2,eye,F,3,16,F,Non-Native,603.567,253.582,353.752,0.589586667,258.533,0.430888333,375.532,0.625886667,323.134,0.538556667,190.202,0.317003333,128.467,0.214111667,69.807,0.116345,0,0,1.786626263,2.971643678,7.990042553,12.42823077,17.29109091,42.82233333,69.807
48A,48,E-L2 vs E-L2,U1,thumb,V,1,15,F,Non-Native,604.158,276.59,250.459,0.417431667,236.225,0.393708333,255.88,0.426466667,267.834,0.44639,195.425,0.325708333,237.483,0.395805,83.598,0.13933,0,0,1.098504386,2.019017094,3.876969697,8.116181818,17.76590909,39.5805,27.866
48B,48,E-L2 vs E-L2,U2,thumb,V,1,15,F,Non-Native,604.393,320.506,262.491,0.437485,249.947,0.416578333,182.733,0.304555,214.985,0.358308333,102.048,0.17008,225.904,0.376506667,125.8,0.209666667,110.523,0.384,1.171834821,2.403336538,3.205842105,6.323088235,5.370947368,17.37723077,13.97777778
48A,48,E-L2 vs E-L2,U1,eye,A,2,15,F,Non-Native,603.551,250.548,239.242,0.398736667,372.755,0.621258333,178.631,0.297718333,341.715,0.569525,296.483,0.494138333,453.669,0.756115,47.885,0.079808333,0,0,1.594946667,4.840974026,4.465775,16.27214286,29.6483,90.7338,47.885
48B,48,E-L2 vs E-L2,U2,eye,A,2,15,F,Non-Native,603.568,248.099,188.032,0.313386667,256.489,0.427481667,340.345,0.567241667,175.403,0.292338333,183.75,0.30625,137.773,0.229621667,0,0,0,0,2.611555556,6.412225,20.02029412,25.05757143,45.9375,137.773,0
48A,48,E-L2 vs E-L2,U1,wing,F,3,15,F,Non-Native,604.598,265.71,277.216,0.462026667,233.245,0.388741667,241.211,0.402018333,345.229,0.575381667,328.285,0.547141667,122.301,0.203835,183.295,0.305491667,0,0,1.03438806,1.927644628,3.397338028,10.46148485,18.23805556,17.47157143,183.295
48B,48,E-L2 vs E-L2,U2,wing,F,3,15,F,Non-Native,603.644,193.01,181.561,0.302601667,386.838,0.64473,165.98,0.276633333,416.876,0.694793333,210.094,0.350156667,82.725,0.137875,0,0,0,0,1.500504132,7.73676,10.37375,59.55371429,70.03133333,82.725,0
49A,49,E-L2 vs E-L2,U1,eye,A,1,4,M,Non-Native,603.554,302.812,276.273,0.460455,385.494,0.64249,317.506,0.529176667,260.244,0.43374,372.183,0.620305,89.467,0.149111667,0,0,0,0,3.4534125,11.33805882,14.43209091,20.01876923,93.04575,89.467,0
49B,49,E-L2 vs E-L2,U2,eye,A,1,4,M,Non-Native,603.554,264.394,268.406,0.447343333,215.115,0.358525,136.203,0.227005,83.292,0.13882,222.668,0.371113333,0,0,0,0,0,0,1.082282258,1.493854167,3.242928571,16.6584,222.668,0,0
49A,49,E-L2 vs E-L2,U1,thumb,F,2,4,M,Non-Native,603.59,279.33,263.545,0.439241667,316.219,0.527031667,328.182,0.54697,236.933,0.394888333,171.622,0.286036667,241.215,0.402025,0,0,0,0,2.07515748,5.359644068,12.62238462,23.6933,57.20733333,241.215,0
49B,49,E-L2 vs E-L2,U2,thumb,F,2,4,M,Non-Native,603.56,309.439,330.321,0.550535,240.953,0.401588333,289.645,0.482741667,252.434,0.420723333,116.866,0.194776667,231.408,0.38568,0,0,0,0,1.92047093,2.974728395,8.275571429,14.02411111,14.60825,77.136,0
49A,49,E-L2 vs E-L2,U1,wing,V,3,4,M,Non-Native,603.967,248.536,272.465,0.454108333,187.738,0.312896667,280.499,0.467498333,189.825,0.316375,225.047,0.375078333,336.996,0.56166,118.071,0.196785,72.136,3.346,1.853503401,2.133386364,4.754220339,5.423571429,9.00188,21.06225,9.83925
49B,49,E-L2 vs E-L2,U2,wing,V,3,4,M,Non-Native,604.175,288.601,319.671,0.532785,130.65,0.21775,256.558,0.427596667,126.156,0.21026,40.933,0.068221667,0.44,0.000733333,0.44,0.000733333,0.44,332.392,2.779747826,3.732857143,13.50305263,12.6156,6.822166667,0.088,0.088
50A,50,E-L2 vs E-L2,U1,wing,A,1,12,F,Non-Native,603.626,249.995,243.902,0.406503333,297.075,0.495125,370.63,0.617716667,278.426,0.464043333,257.032,0.428386667,223.185,0.371975,454.402,0.757336667,472.551,0,1.276973822,4.014527027,10.58942857,13.9213,18.35942857,31.88357143,227.201
50B,50,E-L2 vs E-L2,U2,wing,A,1,12,F,Non-Native,603.574,242.01,258.504,0.43084,364.325,0.607208333,402.322,0.670536667,289.069,0.481781667,118.954,0.198256667,0,0,0,0,0,0,3.2313,10.12013889,21.17484211,36.133625,59.477,0,0
50A,50,E-L2 vs E-L2,U1,eye,F,2,12,F,Non-Native,603.586,293.987,263.243,0.438738333,266.212,0.443686667,366.334,0.610556667,171.81,0.28635,98.208,0.16368,287.492,0.479153333,338.953,0.564921667,0.233,0,0.898440273,2.609921569,7.794340426,7.47,12.276,71.873,169.4765
50B,50,E-L2 vs E-L2,U2,eye,F,2,12,F,Non-Native,603.566,279.321,317.71,0.529516667,292.545,0.487575,234.482,0.390803333,167.263,0.278771667,79.454,0.132423333,209.357,0.348928333,0,0,0,0,3.114803922,5.736176471,12.34115789,18.58477778,15.8908,209.357,0
50A,50,E-L2 vs E-L2,U1,thumb,V,3,12,F,Non-Native,603.231,314.501,255.104,0.425173333,254.244,0.42374,236.955,0.394925,197.688,0.32948,183.561,0.305935,125.166,0.20861,140.686,0.234476667,104.014,103.415,0.600244706,1.135017857,1.611938776,1.938117647,2.660304348,2.50332,4.689533333
50B,50,E-L2 vs E-L2,U2,thumb,V,3,12,F,Non-Native,603.842,287.343,334.732,0.557886667,308.176,0.513626667,263.455,0.439091667,268.616,0.447693333,212.227,0.353711667,282.209,0.470348333,510.341,0.850568333,0,0,0.99327003,2.170253521,5.066442308,10.74464,23.58077778,94.06966667,510.341
51A,51,E-L2 vs E-L2,U1,thumb,A,1,7,F,Non-Native,603.695,221.933,307.926,0.51321,252.291,0.420485,361.625,0.602708333,194.802,0.32467,290.899,0.484831667,46.922,0.078203333,0,0,0,0,1.60378125,2.968129412,8.610119048,9.7401,36.362375,46.922,0
51B,51,E-L2 vs E-L2,U2,thumb,A,1,7,F,Non-Native,603.594,268.965,307.439,0.512398333,283.529,0.472548333,311.705,0.519508333,336.366,0.56061,136.642,0.227736667,203.824,0.339706667,307.359,0.512265,0,0,1.736943503,4.295893939,8.905857143,21.022875,13.6642,40.7648,307.359
51A,51,E-L2 vs E-L2,U1,wing,F,2,7,F,Non-Native,603.549,283.981,340.809,0.568015,306.817,0.511361667,341.693,0.569488333,248.146,0.413576667,305.797,0.509661667,216.725,0.361208333,175.509,0.292515,244.421,0,1.852222826,3.933551282,11.02235484,13.78588889,30.5797,72.24166667,87.7545
51B,51,E-L2 vs E-L2,U2,wing,F,2,7,F,Non-Native,603.562,272.93,276.846,0.46141,283.933,0.473221667,316.5,0.5275,240.18,0.4003,188.66,0.314433333,392.649,0.654415,55.222,0.092036667,0,0,1.39118593,4.23780597,10.9137931,18.47538462,20.96222222,98.16225,27.611
51A,51,E-L2 vs E-L2,U1,eye,V,3,7,F,Non-Native,604.141,265.149,256.108,0.426846667,254.031,0.423385,244.379,0.407298333,229.709,0.382848333,261.713,0.436188333,155.118,0.25853,287.587,0.479311667,0,0,1.718845638,4.456684211,9.77516,15.31393333,29.07922222,51.706,143.7935
51B,51,E-L2 vs E-L2,U2,eye,V,3,7,F,Non-Native,604.172,300.372,237.08,0.395133333,198.411,0.330685,167.387,0.278978333,247.388,0.412313333,129.95,0.216583333,190.144,0.316906667,10.76,0.017933333,-0.362,130.902,0.955967742,1.417221429,2.0923375,5.153916667,4.481034483,10.56355556,0.978181818
52A,52,E-L2 vs E-L2,U1,thumb,A,1,6,M,Non-Native,603.593,306.331,354.894,0.59149,288.519,0.480865,88.863,0.148105,211.387,0.352311667,0,0,0,0,0,0,0,0,3.735726316,9.6173,22.21575,211.387,0,0,0
52B,52,E-L2 vs E-L2,U2,thumb,A,1,6,M,Non-Native,603.549,278.29,224.711,0.374518333,297.388,0.495646667,204.437,0.340728333,178.357,0.297261667,27.738,0.04623,27.738,0.04623,0,0,0,0,1.640226277,5.3105,9.735095238,25.47957143,13.869,13.869,0
52A,52,E-L2 vs E-L2,U1,eye,V,2,6,M,Non-Native,603.065,280.787,205.409,0.342348333,278.321,0.463868333,203.727,0.339545,375.871,0.626451667,150.415,0.250691667,137.151,0.228585,134.364,0.22394,7.586,76.013,1.467207143,3.274364706,4.157693878,13.92114815,8.847941176,13.7151,16.7955
52B,52,E-L2 vs E-L2,U2,eye,V,2,6,M,Non-Native,603.628,244.612,202.598,0.337663333,355.066,0.591776667,348.712,0.581186667,406.384,0.677306667,231.02,0.385033333,248.37,0.41395,102.343,0.170571667,0.071,0.071,1.274201258,5.072371429,12.91525926,29.02742857,33.00285714,62.0925,51.1715
52A,52,E-L2 vs E-L2,U1,wing,F,3,6,M,Non-Native,603.588,250.877,274.866,0.45811,235.489,0.392481667,190.341,0.317235,168.57,0.28095,161.956,0.269926667,193.802,0.323003333,0,0,0,0,2.432442478,4.805897959,8.275695652,14.0475,23.13657143,64.60066667,0
52B,52,E-L2 vs E-L2,U2,wing,F,3,6,M,Non-Native,603.564,297.532,207.332,0.345553333,285.592,0.475986667,249.622,0.416036667,336.866,0.561443333,211.713,0.352855,185.689,0.309481667,55.293,0.092155,0,0,1.184754286,3.912219178,8.915071429,22.45773333,35.2855,61.89633333,55.293
53A,53,E-L2 vs E-L2,U1,wing,A,1,2,M,Non-Native,604.593,302.458,260.778,0.43463,183.624,0.30604,137.167,0.228611667,88.959,0.148265,286.868,0.478113333,92.834,0.154723333,0,0,0,0,1.337323077,2.869125,5.715291667,8.087181818,57.3736,92.834,0
53B,53,E-L2 vs E-L2,U2,wing,A,1,2,M,Non-Native,604.608,208.463,235.19,0.391983333,187.81,0.313016667,185.164,0.308606667,201.578,0.335963333,237.385,0.395641667,0,0,0,0,0,0,4.7038,6.7075,12.34426667,28.79685714,118.6925,0,0
53A,53,E-L2 vs E-L2,U1,thumb,V,2,2,M,Non-Native,604.538,300.043,240.151,0.400251667,334.408,0.557346667,152.758,0.254596667,291.315,0.485525,38.347,0.063911667,219.362,0.365603333,219.362,0.365603333,0,0,2.163522523,7.26973913,5.267517241,19.421,4.793375,219.362,219.362
53B,53,E-L2 vs E-L2,U2,thumb,V,2,2,M,Non-Native,604.521,291.364,164.922,0.27487,253.167,0.421945,216.695,0.361158333,92.045,0.153408333,349.445,0.582408333,3.195,0.005325,0,0,0,0,1.195086957,5.06334,8.025740741,6.574642857,58.24083333,1.065,0
53A,53,E-L2 vs E-L2,U1,eye,F,3,2,M,Non-Native,603.55,210.761,365.672,0.609453333,214.481,0.357468333,344.19,0.57365,271.719,0.452865,0,0,0,0,0,0,0,0,1.486471545,3.064014286,28.6825,271.719,0,0,0
53B,53,E-L2 vs E-L2,U2,eye,F,3,2,M,Non-Native,603.574,335.916,324.683,0.541138333,226.945,0.378241667,359.229,0.598715,372.527,0.620878333,240.682,0.401136667,308.23,0.513716667,75.912,0.12652,75.912,0.065,1.01147352,1.533412162,5.282779412,11.28869697,15.042625,51.37166667,37.956
54A,54,E-L2 vs E-L2,U1,eye,A,1,8,F,Non-Native,593.545,297.61,147.374,0.245623333,169.483,0.282471667,195.009,0.325015,29.594,0.049323333,0,0,0,0,0,0,0,0,4.210685714,12.10592857,21.66766667,14.797,0,0,0
54B,54,E-L2 vs E-L2,U2,eye,A,1,8,F,Non-Native,602.569,227.497,300.612,0.50102,285.171,0.475285,250.977,0.418295,281.199,0.468665,228.601,0.381001667,169.68,0.2828,0,0,0,0,1.810915663,3.477695122,4.563218182,10.41477778,22.8601,84.84,0
54A,54,E-L2 vs E-L2,U1,wing,V,2,8,F,Non-Native,604.015,292.984,245.554,0.409256667,291.187,0.485311667,337.894,0.563156667,199.658,0.332763333,104.215,0.173691667,476.539,0.794231667,0,0,0,0,1.272300518,3.001927835,6.257296296,7.130642857,10.4215,158.8463333,0
54B,54,E-L2 vs E-L2,U2,wing,V,2,8,F,Non-Native,603.898,295.499,280.943,0.468238333,297.342,0.49557,271.4,0.452333333,245.089,0.408481667,8.44,0.014066667,0,0,0,0,0,0,1.35721256,3.812076923,6.958974359,27.23211111,8.44,0,0
54A,54,E-L2 vs E-L2,U1,thumb,F,3,8,F,Non-Native,603.548,255.375,275.543,0.459238333,341.904,0.56984,288.196,0.480326667,331.082,0.551803333,334.782,0.55797,0,0,0,0,0,0,1.640136905,4.070285714,5.88155102,19.47541176,167.391,0,0
54B,54,E-L2 vs E-L2,U2,thumb,F,3,8,F,Non-Native,603.568,299.373,270.508,0.450846667,265.652,0.442753333,273.625,0.456041667,279.249,0.465415,178.065,0.296775,79.221,0.132035,0,0,0,0,1.373137056,2.826085106,6.21875,15.51383333,35.613,79.221,0
